"code","time","rate","species","file","file.cut"
"song",9.59999999999999,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",9.59999999999999,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",11.2,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",11.2,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",12.8,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",12.8,0.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",14.4,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",14.4,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",16,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",16,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",17.6,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",17.6,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",19.2,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",19.2,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",20.8,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",20.8,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",22.4,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",22.4,3.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",24,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",24,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",25.6,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",25.6,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",27.2,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",27.2,3.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",28.8,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",28.8,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",30.4,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",30.4,3.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",32,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",32,3,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",33.6,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",33.6,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",35.2,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",35.2,3.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",36.8,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",36.8,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",38.4,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",38.4,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",40,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",40,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",41.6,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",41.6,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",43.2,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",43.2,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",44.8,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",44.8,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",46.4,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",46.4,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",48,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",48,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",49.6,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",49.6,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",51.2,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",51.2,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",52.8,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",52.8,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",54.4,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",54.4,3.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",56,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",56,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",57.6,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",57.6,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",59.2,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",59.2,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",60.8,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",60.8,3,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",62.4,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",62.4,3.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",64,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",64,3.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",65.6,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",65.6,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",67.2,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",67.2,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",68.8,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",68.8,2.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",70.4,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",70.4,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",72,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",72,2.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",73.6,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",73.6,2.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",75.2,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",75.2,1.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",76.8,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",76.8,2.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",78.4,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",78.4,2.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",80,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",80,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",81.6,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",81.6,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",83.2,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",83.2,3,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",84.8,0.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",84.8,1.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",86.4,0.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",86.4,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",88,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",88,1.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",89.6,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",89.6,3,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",91.2,0,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",91.2,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",92.8,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",92.8,2.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",94.4,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",94.4,2.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",96,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",96,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",97.6,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",97.6,4.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",99.2,1.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",99.2,4.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",100.8,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",100.8,4.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",102.4,1,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",102.4,4,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",104,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",104,3.25,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",105.6,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",105.6,3,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",107.2,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",107.2,2,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",108.8,0.5,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"wag",108.8,0.75,"Phaethornis yaruqui","VYW_10092016_0940_2000-01-01T000000_000.csv","VYW_10092016_0940_2000-01-01T000000_000.csv-1"
"song",0,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",0,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",1.6,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",1.6,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",3.2,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",3.2,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",4.8,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",4.8,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",6.4,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",6.4,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",8,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",8,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",9.6,0.25,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",9.6,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",11.2,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",11.2,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",12.8,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",12.8,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",14.4,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",14.4,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",16,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",16,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",17.6,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",17.6,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",19.2,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",19.2,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",20.8,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",20.8,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",22.4,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",22.4,3.25,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",24,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",24,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",25.6,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",25.6,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",27.2,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",27.2,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",28.8,0.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",28.8,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",30.4,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",30.4,3.5,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",32,0.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",32,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",33.6,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",33.6,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"song",35.2,1,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
"wag",35.2,3.75,"Phaethornis yaruqui","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1"
